keys,ko,en
"오, 자네 왔구나. 마침 잘 왔네. 한 달 전에 도둑맞았던 이상해씨가 혼자 돌아왔거든.","오, 자네 왔구나. 마침 잘 왔네. 한 달 전에 도둑맞았던 이상해씨가 혼자 돌아왔거든.","Oh, it's you! Good timing. The Bulbasaur that was stolen a month ago came back on its own."
그 뒤로 날마다 연구소 문 앞에 앉아서 누구를 기다렸지. 오늘 아침엔 새벽부터 나가 있더군.,그 뒤로 날마다 연구소 문 앞에 앉아서 누구를 기다렸지. 오늘 아침엔 새벽부터 나가 있더군.,"Ever since, it's sat by the lab door every day, waiting for someone. This morning it was out there before dawn."
연구소 문 앞에 이상해씨가 앉아 있었다. 등에 붙은 스티커는 반쯤 떨어져 있었다. 관리 번호 001.,연구소 문 앞에 이상해씨가 앉아 있었다. 등에 붙은 스티커는 반쯤 떨어져 있었다. 관리 번호 001.,Bulbasaur was sitting by the lab door. The sticker on its back was half peeled off. Control No. 001.
"서류 도장은 이제 필요 없네. 자네는 이제 스스로 정할 수 있는 나이니까. 그 몬스터볼, 오래 기다렸지?","서류 도장은 이제 필요 없네. 자네는 이제 스스로 정할 수 있는 나이니까. 그 몬스터볼, 오래 기다렸지?","You don't need a signed form anymore. You're old enough to decide for yourself. That Poké Ball has waited long enough, hasn't it?"
"마침 잘 왔네. 어제 어떤 젊은 아가씨가 도둑맞은 이상해씨를 돌려주고 갔다네. 자네 이름을 대면서, 이 녀석은 자네 차례라고 전해 달라더군.","마침 잘 왔네. 어제 어떤 젊은 아가씨가 도둑맞은 이상해씨를 돌려주고 갔다네. 자네 이름을 대면서, 이 녀석은 자네 차례라고 전해 달라더군.",Good timing. Yesterday a young woman brought back a stolen Bulbasaur. She gave your name and said to tell you it was your turn.
자네 차례였던 그 이상해씨 말인가…. 한 달 전에 도둑맞았다네. 로켓단 짓이라더군. 미안하네.,자네 차례였던 그 이상해씨 말인가…. 한 달 전에 도둑맞았다네. 로켓단 짓이라더군. 미안하네.,"The Bulbasaur that was meant for you...? It was stolen a month ago. Team Rocket, they say. I'm sorry."
"빈 몬스터볼을 도로 주머니에 넣었다. 누가 그 녀석을 트럭에 실었는지, 나는 알고 있었다.","빈 몬스터볼을 도로 주머니에 넣었다. 누가 그 녀석을 트럭에 실었는지, 나는 알고 있었다.",I put the empty Poké Ball back in my pocket. I knew exactly who had loaded it onto that truck.
로켓단 신입사원,로켓단 신입사원,Team Rocket Intern Days
이 브라우저에서는 저장이 지워질 수 있어요. '저장 코드'를 복사해 두면 하던 곳부터 이어할 수 있어요.,이 브라우저에서는 저장이 지워질 수 있어요. '저장 코드'를 복사해 두면 하던 곳부터 이어할 수 있어요.,This browser may erase your save. Copy a save code to pick up right where you left off.
처음부터,처음부터,New Game
이어하기,이어하기,Continue
설정,설정,Settings
도전 과제 (%d / %d),도전 과제 (%d / %d),Achievements (%d / %d)
기록실 (%d / %d),기록실 (%d / %d),Archive (%d / %d)
"[달성] %s%s
    %s","[달성] %s%s
    %s","[Done] %s%s
    %s"
어떤 결말에 이른다.,어떤 결말에 이른다.,Reach any ending.
도전 과제,도전 과제,Achievements
끝까지 간 판: %d번,끝까지 간 판: %d번,Runs completed: %d
[결말],[결말],[Endings]
[%s의 운명 %d / %d],[%s의 운명 %d / %d],[%s's Fate %d / %d]
기록실,기록실,Archive
"도전 과제 달성
%s","도전 과제 달성
%s","Achievement unlocked
%s"
"도전 과제 달성: %s
등록 코드 %s","도전 과제 달성: %s
등록 코드 %s","Achievement unlocked: %s
Entry code %s"
%s 앞으로 나섰다. 상대는 %s.,%s 앞으로 나섰다. 상대는 %s.,%s stepped forward. The opponent: %s.
신입. 뒷문 밖 풀밭에 네 발자국이 너무 많다. 모를 줄 알았나?,신입. 뒷문 밖 풀밭에 네 발자국이 너무 많다. 모를 줄 알았나?,Rookie. Too many of your footprints in the back meadow. Thought I wouldn't notice?
벌금 %s원이다. 이건 마지막 경고다. 한 번만 더 걸리면 그땐 끝이다.,벌금 %s원이다. 이건 마지막 경고다. 한 번만 더 걸리면 그땐 끝이다.,That's a %s won fine. Final warning. Get caught once more and you're done.
상자 %d / %d,상자 %d / %d,Crate %d / %d
수거 메모: ,수거 메모: ,Pickup note: 
주인에게 돌려보내기 (-%s원),주인에게 돌려보내기 (-%s원),Mail back to owner (-%s won)
오늘 본사로 보낸 포켓몬은 %d마리다. 할당량은 %d마리였다.,오늘 본사로 보낸 포켓몬은 %d마리다. 할당량은 %d마리였다.,I sent %d Pokémon to HQ today. The quota was %d.
할당량을 채워서 달성 수당 %s원이 붙었다.,할당량을 채워서 달성 수당 %s원이 붙었다.,I met the quota and got a %s won bonus.
할당량을 채우지 못해서 달성 수당은 없다.,할당량을 채우지 못해서 달성 수당은 없다.,"I didn't meet the quota, so no bonus."
연구소 포켓몬 특별 수당으로 %s원을 더 받았다.,연구소 포켓몬 특별 수당으로 %s원을 더 받았다.,I got an extra %s won for lab Pokémon.
반품된 포켓몬: %s. 한 마리당 %s원씩 깎였다.,반품된 포켓몬: %s. 한 마리당 %s원씩 깎였다.,Returned Pokémon: %s. I got docked %s won for each.
수배 목록에 있던 %s 칸이 비어서 본사에 보고됐다. 벌금 %s원.,수배 목록에 있던 %s 칸이 비어서 본사에 보고됐다. 벌금 %s원.,The %s slot on the Wanted list came up empty and was reported to HQ. I was fined %s won.
오늘 일당은 %s원이다.,오늘 일당은 %s원이다.,I made %s won today.
저녁값과 교통비로 %s원이 나갔다. 남은 돈은 %s원이다.,저녁값과 교통비로 %s원이 나갔다. 남은 돈은 %s원이다.,I spent %s won on dinner and the bus. I have %s won left.
"집에 오는 길, 가로등 아래에 %s 닮은 그림자가 잠깐 서 있다가 사라졌다.","집에 오는 길, 가로등 아래에 %s 닮은 그림자가 잠깐 서 있다가 사라졌다.","On the way home, a shadow like %s stood under a streetlight for a moment, then vanished."
%s 방구석에서 자고 있다.,%s 방구석에서 자고 있다.,%s is asleep in the corner.
라디오 주파수를 돌리다 로켓단 무전이 잡혔다. '내일 지침: %s',라디오 주파수를 돌리다 로켓단 무전이 잡혔다. '내일 지침: %s',"Flipping through radio stations, I caught a Team Rocket transmission. ""Tomorrow's orders: %s"""
목요일,목요일,Thursday
내일이 월세 갚는 날이다. 갚아야 할 돈은 %s원이다.,내일이 월세 갚는 날이다. 갚아야 할 돈은 %s원이다.,Rent is due tomorrow. I owe %s won.
밤늦게 뒷문 풀밭에 들렀다. %s 아직 남아 있다.,밤늦게 뒷문 풀밭에 들렀다. %s 아직 남아 있다.,"Late at night, I stopped by the back meadow. Still there: %s."
풀밭에 머무는 녀석이 늘수록 누군가 눈치챌 위험도 커진다.,풀밭에 머무는 녀석이 늘수록 누군가 눈치챌 위험도 커진다.,"The more of them stay in the meadow, the likelier someone notices."
먹이를 두고 온다 (-%s원 · 모두 친밀도 +1),먹이를 두고 온다 (-%s원 · 모두 친밀도 +1),Leave food (-%s won · All Friendship +1)
%s 원룸에 데려간다,%s 원룸에 데려간다,Take %s to the apartment
%s 놀아 준다 (친밀도 %d → %d),%s 놀아 준다 (친밀도 %d → %d),Play with %s (Friendship %d → %d)
은신처를 만들어 준다 (-%s원 · 들킬 위험 절반),은신처를 만들어 준다 (-%s원 · 들킬 위험 절반),Build a hideout (-%s won · Half the risk)
그냥 돌아간다,그냥 돌아간다,Just go home
먹이 그릇을 채워 두었다. 풀숲에서 조심스럽게 다가오는 소리가 났다.,먹이 그릇을 채워 두었다. 풀숲에서 조심스럽게 다가오는 소리가 났다.,I filled the food bowl. Something crept closer through the grass.
%s 한참 뛰어놀았다. 돌아갈 때 녀석이 뒷문까지 따라 나왔다.,%s 한참 뛰어놀았다. 돌아갈 때 녀석이 뒷문까지 따라 나왔다.,You played with %s for ages. It followed you all the way to the back door.
%s 이제 풀밭을 떠나지 않을 것 같다. 원룸에 데려갈 수도 있다.,%s 이제 풀밭을 떠나지 않을 것 같다. 원룸에 데려갈 수도 있다.,%s doesn't seem to want to leave the meadow now. I could take it home.
버려진 상자와 방수포로 풀숲 깊은 곳에 은신처를 만들었다. 이제 멀리서는 잘 보이지 않는다.,버려진 상자와 방수포로 풀숲 깊은 곳에 은신처를 만들었다. 이제 멀리서는 잘 보이지 않는다.,I built a hideout deep in the grass from old crates and a tarp. It's hard to spot from far off now.
창고 다락,창고 다락,warehouse loft
원룸,원룸,apartment
%s 품에 안고 %s으로 돌아왔다. 녀석은 금방 구석 자리를 차지했다.,%s 품에 안고 %s으로 돌아왔다. 녀석은 금방 구석 자리를 차지했다.,I carried %s back to the %s. It claimed a corner right away.
%s 풀밭을 떠났다.,%s 풀밭을 떠났다.,%s left the meadow.
새벽 · 수갑,새벽 · 수갑,Dawn · Handcuffs
"새벽 다섯 시, 원룸 문이 부서졌다. 경찰이 내 이름을 불렀다.","새벽 다섯 시, 원룸 문이 부서졌다. 경찰이 내 이름을 불렀다.","At five in the morning, the apartment door was smashed in. The police called my name."
수갑이 손목에 닿는 순간 방구석에서 자던 캐이시가 눈을 떴다. 다음 순간 나는 상록숲 한가운데 서 있었다.,수갑이 손목에 닿는 순간 방구석에서 자던 캐이시가 눈을 떴다. 다음 순간 나는 상록숲 한가운데 서 있었다.,"The moment the cuffs touched my wrists, the Abra asleep in the corner opened its eyes. The next instant, I was standing in the middle of Viridian Forest."
캐이시는 하품을 한 번 하더니 다시 잠들었다. 이런 행운은 두 번 오지 않는다.,캐이시는 하품을 한 번 하더니 다시 잠들었다. 이런 행운은 두 번 오지 않는다.,Abra yawned once and went back to sleep. Luck like that doesn't strike twice.
"새벽 다섯 시, 원룸 문이 부서졌다","새벽 다섯 시, 원룸 문이 부서졌다","At five in the morning, the apartment door was smashed in"
출근길에 창고 앞에서 순경이 나를 불러 세웠다.,출근길에 창고 앞에서 순경이 나를 불러 세웠다.,"On the way to work, an Officer stopped me outside the warehouse."
잠깐 이야기 좀 합시다. 요즘 포켓몬을 잃어버린 주인들이 하나같이 이 창고 이야기를 해요. 검수 기록에 당신 이름이 있다는 제보도 들어왔고요.,잠깐 이야기 좀 합시다. 요즘 포켓몬을 잃어버린 주인들이 하나같이 이 창고 이야기를 해요. 검수 기록에 당신 이름이 있다는 제보도 들어왔고요.,Let's have a word. Every owner who's lost a Pokémon lately mentions this warehouse. And we got a tip your name is on the inspection records.
순경 옆의 3호가 내 손을 핥았다. 순경은 한참 나를 보더니 수첩을 덮었다.,순경 옆의 3호가 내 손을 핥았다. 순경은 한참 나를 보더니 수첩을 덮었다.,"No. 3, beside the Officer, licked my hand. The Officer studied me a long while, then closed the notebook."
아무것도 모른다고 잡아뗀다,아무것도 모른다고 잡아뗀다,Play dumb
트럭이 오는 시간을 흘려준다 (정보원이 된다),트럭이 오는 시간을 흘려준다 (정보원이 된다),Leak the truck schedule (become an informant)
다음에 또 봅시다. 그땐 수첩 말고 영장을 들고 올 수도 있어요.,다음에 또 봅시다. 그땐 수첩 말고 영장을 들고 올 수도 있어요.,See you around. Next time I might bring a warrant instead of a notebook.
…좋아요. 당신 이름은 당분간 수첩에서 빼 두죠. 대신 약속은 지켜요.,…좋아요. 당신 이름은 당분간 수첩에서 빼 두죠. 대신 약속은 지켜요.,...All right. I'll keep your name out of my notebook for now. But keep your end of the deal.
가택 수색,가택 수색,Home Search
퇴근해서 돌아오니 경찰 둘이 원룸 문 앞에 서 있었다. 수색 영장이었다.,퇴근해서 돌아오니 경찰 둘이 원룸 문 앞에 서 있었다. 수색 영장이었다.,"When I got home from work, two officers were waiting at my door. They had a search warrant."
경찰은 한 시간 동안 방을 뒤졌지만 아무것도 찾지 못했다. 빈 몬스터볼 하나만 한참 들여다보다 내려놓았다.,경찰은 한 시간 동안 방을 뒤졌지만 아무것도 찾지 못했다. 빈 몬스터볼 하나만 한참 들여다보다 내려놓았다.,"They searched the apartment for an hour and found nothing. One stared at an empty Poké Ball for a while, then put it down."
경찰이 방구석의 피카츄 인형을 집어 들었다가 내려놓았다. 인형이 아주 조금 흐물거렸다.,경찰이 방구석의 피카츄 인형을 집어 들었다가 내려놓았다. 인형이 아주 조금 흐물거렸다.,"An officer picked up the Pikachu doll in the corner, then put it back. The doll went a tiny bit squishy."
